"","Release_number","interview_id","State","Family_comp_change","hd_wage","family_identifier","head_age","head_sex","wife_age","num_child","age_youngest_child","head_marital_status","hd_employ_status","hd_occ","hd_ind","hd_wtr_unemployed","hd_hrs_work_per_week","wtr_wf","wf_occ","wf_ind","wf_wtr_unemployed","wf_housework_hrs","hd_housework_hrs","hd_health","wf_health","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","wf_wage","hd_edu","wf_edu","hd_change_in_marital_status","Year","hd_adj_income"
"24449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24450",4,4614,9,1,10000,8529,65,1,54,0,0,1,4,0,0,0,0,1,0,0,0,37,0,3,5,1,3,5,0,1,1,3,5,0,1,0,6,6,1,1993,7405.55951734064
"24451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24452",4,11001,9,5,30000,8529,29,2,0,0,0,2,1,220,857,5,40,3,0,0,0,0,5,3,0,0,0,0,0,0,1,1,1,1,1,0,13,0,8,1993,22216.6785520219
"24453",4,4617,9,0,642,8529,26,2,0,3,1,2,1,372,69,1,30,3,0,0,0,0,20,2,0,0,0,0,0,0,1,1,1,1,1,0,13,0,2,1993,475.436921013269
"24454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24455",4,9187,9,2,12000,8530,24,1,0,2,6,2,1,415,69,1,40,2,0,0,0,0,10,3,0,0,0,0,0,0,1,1,1,0,1,0,12,0,3,1993,8886.67142080877
"24456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24459",4,9460,4,0,12000,8532,31,1,30,2,2,1,1,602,118,5,40,1,602,208,5,5,6,3,2,5,3,5,0,1,1,3,5,0,1,18000,9,6,1,1993,8886.67142080877
"24460",4,9459,4,1,12000,8532,30,1,0,0,0,2,1,644,118,5,40,2,0,0,0,0,7,2,0,0,0,0,0,0,1,1,1,2,1,0,14,0,2,1993,8886.67142080877
"24461",4,8813,4,0,35000,8533,42,1,34,3,4,1,1,602,219,5,50,1,0,0,0,40,21,3,3,1,3,5,0,1,1,3,5,0,1,0,6,6,1,1993,25919.4583106923
"24462",4,9093,4,0,35000,8534,34,1,31,3,4,1,1,441,67,5,40,1,0,0,0,60,20,3,4,1,1,5,0,1,1,3,5,0,1,0,5,12,1,1993,25919.4583106923
"24463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24464",4,9434,4,0,39000,8535,52,1,46,1,16,1,1,245,108,5,75,1,690,108,5,20,30,3,3,1,3,5,0,1,1,3,5,0,1,15000,6,6,1,1993,28881.6821176285
"24465",4,9772,4,0,22000,8535,26,1,25,1,2,1,1,441,199,5,60,1,0,0,0,30,0,1,4,1,1,1,1,1,1,1,1,1,1,0,13,13,1,1993,16292.2309381494
"24466",4,8570,4,1,35000,8536,56,1,49,0,0,1,1,903,857,5,40,1,0,0,0,35,5,3,3,1,3,5,0,1,1,3,5,0,1,10000,6,9,1,1993,25919.4583106923
"24467",4,10359,4,5,25000,8536,25,1,23,2,2,1,1,394,707,5,40,1,375,717,5,25,6,3,3,5,1,1,0,1,5,1,1,0,1,24000,12,12,8,1993,18513.8987933516
"24468",4,9113,4,1,0,8537,37,1,28,2,4,1,3,0,0,0,0,1,382,857,5,25,15,3,3,1,1,5,0,1,1,3,5,0,1,8000,6,12,1,1993,0
"24469",4,9360,4,1,14000,8537,37,1,38,4,1,1,3,0,0,0,0,1,0,0,0,30,25,2,2,1,3,5,0,1,5,2,5,0,1,0,6,5,1,1993,10367.7833242769
"24470",4,9413,9,0,0,8538,74,2,0,0,0,3,4,0,0,0,0,3,0,0,0,0,21,3,0,0,0,0,0,0,1,1,5,0,1,0,12,0,2,1993,0
"24471",4,8766,9,0,16300,8539,48,1,45,0,0,1,1,323,417,5,44,1,441,319,5,12,3,3,3,1,1,5,0,1,1,1,5,0,1,10000,12,12,1,1993,12071.0620132652
"24472",4,9049,0,1,0,8540,76,1,73,0,0,1,4,0,0,0,0,1,0,0,0,4,15,4,5,5,3,5,0,1,1,3,5,0,1,0,8,3,1,1993,0
"24473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24474",4,7159,29,0,65000,8541,24,2,0,0,0,2,1,83,838,5,60,3,0,0,0,0,5,1,0,0,0,0,0,0,1,1,1,2,0,0,14,0,2,1993,48136.1368627142
"24475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24476",4,10318,9,0,21000,8543,32,1,0,0,0,4,1,762,697,5,38,2,0,0,0,0,6,2,0,0,0,0,0,0,1,1,5,0,3,0,12,0,2,1993,15551.6749864154
"24477",4,8517,9,0,16000,8543,28,2,0,1,7,4,1,395,717,5,40,3,0,0,0,0,6,3,0,0,0,0,0,0,1,1,1,1,3,0,13,0,2,1993,11848.895227745
"24478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24480",4,9160,31,3,0,8544,55,2,0,1,12,3,6,0,0,0,0,3,0,0,0,0,56,5,0,0,0,0,0,0,6,3,5,0,1,0,9,0,4,1993,0
"24481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24483",4,9108,9,0,0,8547,69,2,0,0,0,2,4,0,0,0,0,3,0,0,0,0,20,3,0,0,0,0,0,0,1,1,1,9,1,0,99,0,2,1993,0
"24484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24486",4,9266,9,0,0,8550,89,1,82,0,0,1,5,0,0,0,0,1,0,0,0,37,40,3,3,5,1,5,0,1,1,1,1,4,1,0,16,12,1,1993,0
"24487",4,8575,9,0,16000,8551,54,1,59,0,0,1,1,85,389,5,40,1,925,848,5,12,7,3,3,1,1,1,4,1,1,2,1,1,1,18000,13,16,1,1993,11848.895227745
"24488",4,6177,31,0,0,8552,76,1,71,0,0,1,4,0,0,0,0,1,0,0,0,1,4,2,1,1,3,5,0,1,1,3,5,0,1,0,11,3,1,1993,0
"24489",4,9850,9,0,0,8553,60,1,35,1,1,1,5,0,0,0,0,1,0,0,0,16,10,3,4,5,1,1,9,1,5,3,5,0,1,0,5,99,1,1993,0
"24490",4,8574,9,0,0,8554,82,2,0,0,0,3,6,0,0,0,0,3,0,0,0,0,10,4,0,0,0,0,0,0,1,1,1,1,1,0,13,0,2,1993,0
"24491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24492",4,9846,31,0,0,8556,73,2,0,0,0,4,4,0,0,0,0,3,0,0,0,0,20,5,0,0,0,0,0,0,1,3,5,0,1,0,6,0,2,1993,0
"24493",4,9091,42,1,20776,8557,57,1,57,0,0,1,5,0,0,0,0,1,0,0,0,56,0,4,5,5,3,5,0,18,5,3,5,0,1,0,9,6,1,1993,15385.7904532269
"24494",4,10486,42,5,20129,8557,22,1,21,0,0,1,1,751,69,5,35,1,0,0,0,20,2,1,1,6,1,5,0,97,5,1,5,0,97,10000,12,12,8,1993,14906.650752455
"24495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24496",4,7316,13,0,42000,8559,48,1,35,4,4,1,1,323,139,5,40,1,912,669,5,30,10,3,2,1,2,5,0,1,1,1,5,0,1,12000,12,6,1,1993,31103.3499728307
"24497",4,8715,31,0,94690,8560,59,1,63,0,0,1,1,283,658,5,40,1,0,0,0,42,8,3,3,1,1,5,0,1,1,1,5,0,1,0,12,12,1,1993,70123.2430696986
"24498",4,9052,42,0,0,8561,78,2,0,0,0,3,6,0,0,0,0,3,0,0,0,0,42,4,0,0,0,0,0,0,1,3,5,0,1,0,2,0,2,1993,0
"24499",4,10234,9,1,45000,8562,48,1,0,0,0,5,1,999,999,5,42,2,0,0,0,0,10,3,0,0,0,0,0,0,1,1,1,5,1,0,17,0,2,1993,33325.0178280329
"24500",4,8670,9,0,0,8563,62,1,0,0,0,4,5,0,0,0,0,2,0,0,0,0,15,5,0,0,0,0,0,0,1,3,5,0,1,0,9,0,2,1993,0
"24501",4,9170,9,0,16887,8564,73,1,76,0,0,1,1,245,339,5,40,1,0,0,0,40,0,1,1,1,1,5,0,1,1,1,5,0,1,0,12,12,1,1993,12505.7683569331
"24502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24503",4,9448,9,0,0,8566,81,1,67,0,0,1,6,0,0,0,0,1,0,0,0,29,0,3,3,1,3,5,0,1,1,3,5,0,1,0,3,8,1,1993,0
"24504",4,8593,9,0,0,8567,64,2,0,0,0,3,5,0,0,0,0,3,0,0,0,0,12,5,0,0,0,0,0,0,1,3,5,0,1,0,7,0,2,1993,0
"24505",4,9067,9,0,0,8568,82,1,85,0,0,1,4,0,0,0,0,1,0,0,0,18,0,3,5,1,3,5,0,14,1,3,1,4,0,0,16,8,1,1993,0
"24506",4,6979,42,0,20000,8569,60,1,57,0,0,1,1,753,359,1,40,1,663,319,1,35,35,1,4,5,3,5,0,1,5,3,5,0,1,3000,7,6,1,1993,14811.1190346813
"24507",4,9870,9,0,24390,8570,44,1,47,0,0,1,1,510,69,5,40,1,0,0,0,25,0,1,1,1,3,5,0,1,1,3,5,0,1,0,11,5,1,1993,18062.1596627938
"24508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24509",4,9165,9,3,0,8571,53,2,0,1,16,3,1,343,707,5,0,3,0,0,0,0,12,2,0,0,0,0,0,0,1,1,1,3,1,0,15,0,4,1993,0
"24510",4,7000,9,0,15000,8572,36,1,34,3,9,1,1,245,69,5,50,1,0,0,0,60,0,3,2,1,1,5,0,1,1,1,5,0,1,14000,12,12,1,1993,11108.339276011
"24511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24512",4,8568,9,0,40000,8573,44,2,0,2,9,1,1,925,839,5,70,3,0,0,0,0,10,3,0,0,0,0,0,0,1,1,9,0,1,0,99,0,2,1993,29622.2380693626
"24513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24515",4,9123,9,0,0,8574,86,1,0,0,0,3,4,0,0,0,0,2,0,0,0,0,20,5,0,0,0,0,0,0,6,9,9,0,1,0,99,0,2,1993,0
"24516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24517",4,9395,9,1,23000,8576,54,1,53,0,0,1,1,415,67,5,40,1,0,0,0,56,0,3,3,1,1,5,0,1,1,1,5,0,6,0,12,12,1,1993,17032.7868898835
"24518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24519",4,10727,9,5,17262,8576,25,2,0,1,4,4,3,0,0,0,0,3,0,0,0,0,15,2,0,0,0,0,0,0,1,2,5,0,1,0,11,0,8,1993,12783.4768388334
"24520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24524",4,8829,9,0,19200,8580,64,1,58,0,0,1,1,83,848,5,40,1,916,838,5,10,0,4,3,1,1,5,0,3,1,1,5,0,3,13920,12,12,1,1993,14218.674273294
"24525",4,9192,42,0,0,8581,72,1,71,0,0,1,4,0,0,0,0,1,0,0,0,29,2,9,9,1,3,5,0,1,1,3,5,0,1,0,6,2,1,1993,0
"24526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24527",4,8524,9,0,14000,8583,58,1,40,3,1,1,1,245,69,5,42,1,0,0,0,56,2,1,1,1,1,5,0,1,1,1,5,0,1,0,12,12,1,1993,10367.7833242769
"24528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24529",4,9394,9,0,5000,8585,72,1,60,0,0,1,1,283,668,5,25,1,912,857,5,21,7,4,4,1,3,5,0,1,1,1,5,0,1,8500,12,8,1,1993,3702.77975867032
"24530",4,8669,9,0,8000,8586,51,1,0,0,0,4,1,666,478,5,70,2,0,0,0,0,0,2,0,0,0,0,0,0,5,3,5,0,0,0,7,0,2,1993,5924.44761387251
"24531",4,8576,42,0,0,8587,50,1,48,3,13,1,4,0,0,0,0,1,0,0,0,60,5,5,5,5,3,5,0,1,5,3,5,0,1,0,3,3,1,1993,0
"24532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24533",4,9188,9,0,0,8588,72,1,58,0,0,1,4,0,0,0,0,1,83,848,5,14,0,3,9,1,1,1,2,12,1,1,5,0,99,12801,12,14,1,1993,0
"24534",4,6919,4,0,45000,8589,34,1,34,6,4,1,1,436,377,5,42.799999,1,914,857,5,56,20,2,3,5,3,5,0,1,5,1,5,0,1,1000,12,11,1,1993,33325.0178280329
"24535",4,8673,9,0,18000,8590,54,1,53,0,0,1,1,413,667,5,50,1,944,787,5,12,6,1,1,5,1,1,1,1,5,1,5,0,1,6000,12,13,1,1993,13330.0071312132
"24536",4,10113,4,1,18000,8591,26,1,0,0,0,2,1,705,669,5,40,2,0,0,0,0,4,1,0,0,0,0,0,0,1,3,5,0,0,0,5,0,2,1993,13330.0071312132
"24537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24538",4,9465,29,0,0,8593,73,1,66,0,0,1,4,0,0,0,0,1,0,0,0,20,20,4,4,5,1,1,9,1,5,3,5,0,1,0,7,99,1,1993,0
"24539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24541",4,6250,31,1,0,8595,51,2,0,2,9,5,6,0,0,0,0,3,0,0,0,0,8,4,0,0,0,0,0,0,5,3,5,0,1,0,3,0,2,1993,0
"24542",4,9461,4,0,17500,8596,46,1,47,1,15,1,1,903,838,5,40,1,0,0,0,36,4,3,4,1,3,5,0,1,1,3,5,0,1,0,6,3,1,1993,12959.7291553461
"24543",4,8552,4,0,22000,8597,37,1,38,3,9,1,1,751,69,5,40,1,751,69,5,15,15,3,3,1,1,5,0,1,1,1,1,5,1,19000,17,12,1,1993,16292.2309381494
"24544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24546",4,9437,4,1,17000,8599,27,1,25,1,1,1,1,615,69,1,40,1,0,0,0,20,8,2,2,1,3,5,0,1,1,3,5,0,1,0,8,6,1,1993,12589.4511794791
"24547",4,9436,4,1,0,8599,29,2,0,2,1,2,6,0,0,0,0,3,0,0,0,0,15,1,0,0,0,0,0,0,5,1,5,0,1,0,12,0,2,1993,0
"24548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24550",4,8553,9,1,7402,8601,43,1,48,4,8,1,1,755,19,1,20,1,0,0,0,5,0,4,5,1,3,5,0,18,1,3,5,0,18,0,2,6,1,1993,5481.59515473554
"24551",4,9074,9,1,0,8602,47,1,0,0,0,2,3,0,0,0,0,2,0,0,0,0,15,3,0,0,0,0,0,0,1,1,5,0,1,0,12,0,2,1993,0
"24552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24554",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24555",4,9076,9,1,10500,8605,60,1,64,1,12,1,1,902,728,5,40,1,0,0,0,60,20,5,5,1,3,5,0,1,1,3,5,0,1,0,3,2,1,1993,7775.83749320768
"24556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24559",4,9900,9,0,18000,8609,55,1,43,1,12,1,1,751,67,5,40,1,0,0,0,50,6,3,3,1,3,5,0,1,1,3,5,0,1,0,99,6,1,1993,13330.0071312132
"24560",4,9711,9,0,0,8610,71,2,0,0,0,3,6,0,0,0,0,3,0,0,0,0,28,4,0,0,0,0,0,0,1,1,5,0,1,0,12,0,2,1993,0
"24561",4,8557,9,0,18500,8611,44,1,51,1,17,1,3,0,0,0,0,1,0,0,0,40,15,2,3,1,1,5,0,1,1,1,5,0,1,8600,12,12,1,1993,13700.2851070802
"24562",4,9205,9,0,55000,8612,51,1,40,2,4,1,1,1,937,5,40,1,372,937,5,11,11,3,2,1,1,5,0,1,1,1,1,4,1,22100,16,12,1,1993,40730.5773453735
"24563",4,9601,9,0,0,8613,63,1,41,0,0,5,5,0,0,0,0,1,0,0,0,0,0,5,5,1,1,1,0,8,5,3,5,0,1,0,10,12,1,1993,0
"24564",4,8531,9,0,0,8614,90,1,83,0,0,1,4,0,0,0,0,1,0,0,0,20,0,3,3,1,3,5,0,1,1,3,5,0,1,0,6,5,1,1993,0
"24565",4,9135,4,0,33000,8615,42,1,32,3,8,1,1,415,228,5,40,1,0,0,0,28,28,3,3,1,3,5,0,1,1,3,5,0,1,0,8,6,1,1993,24438.3464072241
"24566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24567",4,4634,9,0,20000,8617,48,1,43,2,1,1,1,481,57,5,40,1,0,0,0,20,0,2,2,1,1,5,0,1,1,3,5,0,1,0,6,12,1,1993,14811.1190346813
"24568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24569",4,6321,9,1,22083,8617,23,1,24,2,2,1,1,680,569,5,40,1,0,0,0,37,0,1,3,1,1,5,0,1,1,3,5,0,1,0,11,12,1,1993,16353.6970821433
"24570",4,7209,9,1,21000,8618,42,1,36,3,4,1,1,715,68,5,40,1,31,849,5,30,15,1,3,1,3,5,0,12,1,1,5,0,12,20000,12,8,1,1993,15551.6749864154
"24571",4,9613,9,0,0,8619,64,1,62,0,0,1,4,0,0,0,0,1,305,319,5,35,8,5,3,1,1,5,0,1,1,1,5,0,1,26000,12,12,1,1993,0
"24572",4,8559,9,1,0,8620,54,2,0,0,0,3,5,0,0,0,0,3,0,0,0,0,12,5,0,0,0,0,0,0,5,3,5,0,0,0,7,0,2,1993,0
"24573",4,9252,9,0,0,8621,48,1,46,0,0,1,5,0,0,0,0,1,630,779,5,9,1,4,3,1,3,5,0,1,1,1,1,1,1,7800,13,11,1,1993,0
"24574",4,9620,42,0,22884,8622,25,1,0,0,0,2,3,0,0,0,0,2,0,0,0,0,5,4,0,0,0,0,0,0,1,3,5,0,1,0,6,0,2,1993,16946.8823994823
"24575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA
"24576",4,8546,29,0,0,8623,31,2,0,1,8,4,6,0,0,0,0,3,0,0,0,0,42,2,0,0,0,0,0,0,1,1,1,2,1,0,14,0,2,1993,0
"24577",4,10848,2,0,32000,8624,45,1,39,2,5,1,1,755,68,5,5,1,0,0,0,60,5,2,2,5,3,5,0,1,5,1,1,2,1,0,14,11,1,1993,23697.7904554901
